L,sig,w,alpha_q0,err0,alpha_q04,err04,alpha_q05,err05,alpha_q06,err06,alpha_q08,err08,alpha_q15,err15
500,0.01,0.34,2.3546169659296092,0.017299008772138944,1.1536368142018607,0.021642099210020117,0.7873130661050465,0.01728688225966087,0.513752264535693,0.01320703852372237,0.2163880480185717,0.009162761821753202,0.04692032136627505,0.005103105546962375
500,0.01,0.36,2.3577982820582886,0.017629714793125556,1.1546521364285374,0.024331150654943193,0.7884280750601078,0.016516658214066022,0.5116321664840174,0.015389552503100111,0.2144974308129538,0.010344850736117378,0.044241664784020085,0.004778786536341243
500,0.01,0.38,2.336810824980393,0.014964220494678795,1.1590444943154323,0.02311327503572637,0.799817815416495,0.024353081051501083,0.5195163408753465,0.014537761101158602,0.2222844393695862,0.009018882634483753,0.047565409193529,0.005359322357822828
500,0.01,0.4,2.3337864512916338,0.01679550162485288,1.1592536151084787,0.020782794904930516,0.8002862409366217,0.017287703403287256,0.5257382806453221,0.014763154268325432,0.22388781596882798,0.008539266415265605,0.046893606711614355,0.004880399763211907
500,0.01,0.42,2.330485299765851,0.014459034079677012,1.1569313163321546,0.018467431733992404,0.8005665653285606,0.01888713329257768,0.525780098903894,0.015552183945450918,0.22749569678712553,0.009020083128804432,0.04828205361207389,0.0050834920798650705
500,0.01,0.44,2.312865330409526,0.015090675752784359,1.166561293431552,0.02212739770299521,0.8079654414330614,0.016866386637049736,0.5322966079868882,0.01343920317783456,0.22528674260661202,0.010654915779292444,0.04471160895378144,0.004269045187623324
500,0.01,0.46,2.313596363125514,0.01641229290765779,1.159561921240371,0.02267296136306576,0.8101647772333892,0.01749598838734769,0.5339452880519712,0.012148877100792823,0.2300109803339101,0.008338756768644312,0.04858206353115155,0.005090561074691622
500,0.01,0.48,2.3050432715659555,0.018100839408025378,1.1604548260932877,0.020389940860471658,0.808705144002291,0.017314071630407192,0.5404308522431372,0.012560985921247672,0.23658657803953975,0.010575192675635565,0.050317005028966105,0.005020802416224483
500,0.01,0.5,2.298168586283362,0.016316881437503702,1.1598059558808425,0.01953671154301136,0.817062258824581,0.018314228072145704,0.5431657548224854,0.012457932192036452,0.23803964941009498,0.008885727103524352,0.04904104893404299,0.005350629588171595
1000,0.01,0.01,1.0002632980110915,8.632466648687614e-6,1.0000531564099027,8.264615598720893e-6,0.9999999089471828,1.120302493052416e-5,0.9999462442410915,1.073302115510871e-5,0.9998415097985093,9.92477983748511e-6,0.9994706633422681,2.1431708727709978e-5
1000,0.01,0.1,2.440164794791232,0.01560402770212863,1.152983932487564,0.02139259597968379,0.7545129624102472,0.02005353685934921,0.45743786566127875,0.013227576507661138,0.1647721122857152,0.00883817447473091,0.02552034001334333,0.003129490479618321
1000,0.01,0.15,2.5262749267708515,0.014771636619142652,1.1289782919944542,0.019222157949140253,0.7098729138419057,0.015042629809403976,0.4217998288189802,0.011525701239385462,0.1473347776132201,0.007109177573060519,0.02245110300680675,0.0031444227563917036
1000,0.01,0.2,2.5536804755639606,0.015168214384695986,1.1210117546047096,0.02130936888345494,0.6988900588669759,0.014923842753490069,0.41136923820489435,0.011923751154795314,0.1411939854460884,0.007440266935852853,0.022179919512913256,0.003901654442904634
1000,0.01,0.22,2.5688109997745068,0.01475950549849886,1.1152829752322468,0.019482776220477154,0.6934920823138839,0.015301337617396046,0.40550547321203545,0.011302183141582756,0.14134424134174967,0.00786714641375818,0.023735973946196486,0.0038464937281111654
1000,0.01,0.24,2.567863655325553,0.013496221578611535,1.1176465971990794,0.01855981210013339,0.6951691752272076,0.014308740104624856,0.4051491942111705,0.011393241346709803,0.1412089307305615,0.007424861484563147,0.022919917138970413,0.0037206698080899173
1000,0.01,0.26,2.568793421847103,0.015227731041812461,1.1125626605849057,0.021904711920199313,0.6950308796642024,0.014286218875295551,0.40790122955645286,0.011641567296833846,0.14129228580116696,0.007134868762229051,0.02314206221998867,0.0035917286714384302
1000,0.01,0.28,2.5734574902285035,0.018201678195264092,1.1117387965041152,0.021428517096526913,0.6953684272206091,0.015870661715363995,0.40857258030233884,0.009668656942541824,0.1440689449969254,0.007042148980479843,0.024018226838488185,0.0036009440961996026
1000,0.01,0.3,2.5751184843629944,0.015705087715656478,1.1108223920188613,0.019715540103357364,0.6909816452878698,0.015528256954761585,0.40742131952202576,0.012136640463469558,0.14116628490131727,0.007303600663822479,0.0236191696463137,0.0031930909966904064
1000,0.01,0.32,2.565313906350021,0.018082733444482295,1.1111552791559718,0.019327490651709273,0.697502795904701,0.015681892632789917,0.4082709916985137,0.011238071050665715,0.14514027541917163,0.007103851605404941,0.023604561961004963,0.003344738613596813
1000,0.01,0.34,2.560781989125884,0.016972532029453622,1.1162564878366772,0.020820379419755335,0.6996397860443446,0.015229239145743229,0.41418016970642296,0.012162802965938394,0.1471779583659931,0.007262737088918979,0.024523009976368706,0.0035902485028432352
1000,0.01,0.36,2.561965700600457,0.013932438295762595,1.1178752969101884,0.019759806657963258,0.6969575246393718,0.016366595360637618,0.41023172192315227,0.01282754949627165,0.14354219056728104,0.00709897545797342,0.023532248810329115,0.003609665082758973
1000,0.01,0.38,2.5511064338111358,0.013974388128671127,1.120090187249943,0.018820340795638078,0.7039783237991294,0.014869659835173032,0.4159795821874254,0.010840176007663174,0.14530426267797433,0.007376195562800062,0.023236071766664805,0.003235297927096572
1000,0.01,0.4,2.546132749660944,0.016341076108734583,1.12134928433489,0.020143670147214885,0.7076956283448113,0.015516807702371842,0.41735812639044506,0.010614165903571556,0.1473429976646248,0.0064766236410411645,0.024419200301126147,0.0035769728661664796
1000,0.01,0.42,2.537309364561012,0.016841524125436214,1.1250547314494377,0.019386645788339055,0.7089340603554072,0.015397146673875279,0.42074098236892055,0.011525987012581984,0.14887201342680093,0.007768260963515936,0.0244001595649128,0.0038094257373428027
1000,0.01,0.44,2.533708223920474,0.018109190461601924,1.1251221319357054,0.01863226946752724,0.7127710746472377,0.016471313715946397,0.423290052580561,0.011764894197791836,0.15092154923399997,0.007045445592481269,0.02460192207337165,0.00354769315683259
1000,0.01,0.46,2.513706675906273,0.013453441297534426,1.1261757528334058,0.021556533499565926,0.7235227558750291,0.01552749251210306,0.4337771423555575,0.011423317944441309,0.1595576762804256,0.008148111068287688,0.02758977707912385,0.0043164243713941786
1000,0.01,0.48,2.509720999517686,0.016704776956883566,1.131252618727518,0.018874944818604893,0.7233505973218002,0.015291960981249372,0.43684728352238716,0.012284100899570168,0.15895810516787415,0.006524909908097473,0.027053949892481447,0.0039612654492513465
1000,0.01,0.5,2.5011049829404404,0.01258641552614884,1.130145038609191,0.021000878605868502,0.7275291525503964,0.013972819300299172,0.44091552411134155,0.011156987322082524,0.16275951714306047,0.008248173075288126,0.028339331636153063,0.003947118043512428
5000,0.01,0.01,1.0000516996734041,1.6192910073380072e-6,1.0000103258030548,1.4919439226780396e-6,0.9999999931529361,2.111509854308502e-6,0.9999896180992743,2.0334864607959582e-6,0.9999692717978296,2.3039066331860016e-6,0.999896179004289,4.225931324407341e-6
5000,0.01,0.1,2.935760853657034,0.012740878607219126,0.9805437104278028,0.015734466254768806,0.5084924660617233,0.01045269087252879,0.24736026356322607,0.006032884728619444,0.06057508891748361,0.004468306287087434,0.006263645443103819,0.001490965702282812
5000,0.01,0.15,3.032679554164611,0.012725578848771669,0.936768390743042,0.012878083252691998,0.46813116188018283,0.00818531386694328,0.21971488864078828,0.006136719653176113,0.05145560181452961,0.0034195866622694134,0.0049307593686967535,0.001364215892855185
5000,0.01,0.2,3.0552057844919682,0.015179403455039146,0.9244075858244212,0.015279524846615761,0.4593398036258243,0.008459094946162258,0.215067836034193,0.006251037493276425,0.05181865933117862,0.0036778108163352907,0.005593620968293012,0.0017601913379730225
5000,0.01,0.22,3.0692219098941327,0.012737136100514803,0.9187144706075988,0.012813991857710243,0.4524756881759866,0.008685797809073522,0.21067678021344682,0.005531316628701646,0.049488777509063914,0.003819464090333063,0.005134270097719752,0.0015309487924850028
5000,0.01,0.24,3.070953928236254,0.012249616483718903,0.9161237746521981,0.013082806912914953,0.4529141841900249,0.009146473513553173,0.2123338073596849,0.005949639824525371,0.0509325618564777,0.0035551049176715034,0.005166699854385879,0.0015288103161005965
5000,0.01,0.26,3.067895358443215,0.0130714618752084,0.9205386252928152,0.013868652460684836,0.4550883319310393,0.008801065899461294,0.21324124905041805,0.005621650279174612,0.05223077083680544,0.0036269543633724814,0.0055464881434146955,0.0017317648409042475
5000,0.01,0.28,3.0647930218566186,0.013344008587461898,0.9208054830574466,0.014028263291719092,0.45433797446953184,0.009083668046905538,0.21200822327820565,0.006369610111343281,0.05030469850540536,0.0034512687659413403,0.005740214646836606,0.00210808760378645
5000,0.01,0.3,3.06547064157568,0.012302086744006319,0.9199567767990159,0.01534545867581794,0.45594650427143324,0.008152759654863144,0.21365586779916118,0.00683659961282202,0.051089440501850714,0.0035805288584751533,0.005385357340547906,0.0016449076418230274
5000,0.01,0.32,3.0524281455952296,0.013224230146592823,0.9264260896130471,0.012392657902815525,0.4607650814188047,0.008909913071423588,0.21581775151659688,0.006331792104586748,0.05211620375807271,0.0037587805607100237,0.005578271389974981,0.0020628284728325974
5000,0.01,0.34,3.0482999469388337,0.014748360724386013,0.9256502851841817,0.014526108759432296,0.46508262750145746,0.010095879216370202,0.21873075496831743,0.005183549700532937,0.053508750725847015,0.0039870748200978735,0.005848367217207024,0.0017124522075853432
5000,0.01,0.36,3.047547569080494,0.013561314880434288,0.9283999604395169,0.013257670208163297,0.4645824920969758,0.010849050937962146,0.21916103546070712,0.006423348153117447,0.053974312531102964,0.004193653320660821,0.005327200737346098,0.0015078302533545057
5000,0.01,0.38,3.0394772642244305,0.013919477761148394,0.9322332944739409,0.014048823721326854,0.4676963528044087,0.009728728666640981,0.22176722995772621,0.005941303385973202,0.054429769008810636,0.004210522566036098,0.005980855323808742,0.001698641416531628
5000,0.01,0.4,3.02863488994607,0.013300465719999297,0.9378413776934674,0.014138760243978775,0.47331163800655346,0.009141088041477978,0.22626188799496297,0.007106826229826464,0.056132381075399966,0.003992735079634322,0.006098240935549505,0.001908186497705653
5000,0.01,0.42,3.017576962976611,0.013615803850804993,0.9441220896986874,0.014877358626840335,0.4795403887748506,0.010031951524378836,0.2312887079856147,0.006344097776984943,0.057769637316416544,0.004065902290416672,0.006840824915956532,0.002143538780869612
5000,0.01,0.44,3.0119252505681327,0.012987720907225376,0.9443302820697084,0.013660492568064155,0.481757597920372,0.010292529638628891,0.2299277728445132,0.0069832995020407814,0.057237365013030415,0.0035489122100512828,0.006107818142583027,0.0018216343820492474
5000,0.01,0.46,2.994789433379222,0.012296037896148778,0.9537864245834764,0.015411915023540775,0.48759344374057567,0.009678769417149374,0.23636769433080476,0.0070865032632676725,0.059539129210484765,0.0038021275153579536,0.006517666952680195,0.001840931878369955
5000,0.01,0.48,2.976626983573743,0.01307477386719384,0.9627773082603815,0.015876969779286668,0.5005192748967223,0.010107558477129127,0.24242543563098817,0.007174537160505782,0.06194307622364399,0.003976667337754292,0.006950864040110921,0.0018421470857587
5000,0.01,0.5,2.957246382371195,0.015309317539396827,0.9683375031359693,0.01567792939630931,0.508400780462274,0.01070675417158377,0.2508957452022795,0.007543645644929409,0.06546647232834302,0.004377273969218257,0.00764538038989083,0.0018678591753675132
10000,0.01,0.01,1.000026043285153,7.902877554469783e-7,1.0000052310858638,7.679928604460799e-7,1.0000000027287284,9.726106478161715e-7,0.9999948259411453,1.1444485896149772e-6,0.9999843736539656,9.689799610504218e-7,0.9999480288951001,2.325743302288786e-6
10000,0.01,0.1,3.1470612029570755,0.012233273600771668,0.875638117103754,0.013161438609929663,0.41174113316358507,0.007961427506557933,0.18121487554176421,0.00454880949401938,0.037993045225628304,0.002673487142829336,0.0030103259277686955,0.0010831589633564546
10000,0.01,0.15,3.2485807150447936,0.011739436455989941,0.8289264201623641,0.010463264828166789,0.372170853176174,0.007700153928288359,0.16028096204831288,0.005106852648548168,0.03310076429951971,0.002920813692674926,0.0030325204538251905,0.0012430407817222854
10000,0.01,0.2,3.2764931721415205,0.0118665181622754,0.8131253628248146,0.011214352304932137,0.36345717106989434,0.006788140035721246,0.15434383011427,0.005247044838308956,0.031249506996860382,0.002302347420769175,0.0025968135950242537,0.000989384854446324
10000,0.01,0.22,3.282880716653438,0.013723406035410007,0.8114745128791938,0.012219866308263348,0.3627215444446381,0.007730714369234205,0.15477541332691946,0.005731640968364701,0.03282386389580609,0.0032641234004449093,0.0030098770069347173,0.0011609321838333222
10000,0.01,0.24,3.280182339130018,0.014347459457915001,0.8117057502362657,0.012594408390765937,0.36374981411814394,0.0076511109704378135,0.1560706449710877,0.004906936983881572,0.03218564491688827,0.0024446934665373252,0.0027844578542530335,0.0010147963742289953
10000,0.01,0.26,3.2832949745574136,0.012033246852552045,0.8106813764772626,0.01150123535303653,0.3616678256341509,0.008389465723504741,0.15385909031439787,0.004219210821550938,0.03198264186241284,0.002929645073643314,0.002942827022364035,0.0014064116325187375
10000,0.01,0.28,3.2797656226633847,0.011466659642358712,0.8147679694135057,0.010476956728330676,0.3619838105985182,0.007452189127943223,0.15401577604920427,0.004967131893314745,0.03089528543943314,0.002357877258345041,0.0022483395688944778,0.0009494332032287431
10000,0.01,0.3,3.271244955317641,0.014348975283244062,0.8178029748309317,0.012794089265192453,0.36756158070078365,0.007653900959908154,0.15866506710767664,0.00475843447880753,0.03258817250967861,0.0027779137801840627,0.003213789372287921,0.001319817355440883
10000,0.01,0.32,3.2706976872453803,0.012971406098642894,0.8174433517269969,0.012725313457003416,0.3693293967708786,0.00720646097523889,0.15797927424621602,0.005344235546969953,0.03333505747269341,0.003226485489271226,0.0034230504439227245,0.0016390438359014405
10000,0.01,0.34,3.2701403189572074,0.013729609857725701,0.82031678600501,0.011325866083103611,0.36883567240896203,0.0067302889066203535,0.1580277200623055,0.004951348519455969,0.033346814530464446,0.002497057660044319,0.003146795105010436,0.0013462831869545263
10000,0.01,0.36,3.2600724278486557,0.014203716202923124,0.8232366553918752,0.012436323528234006,0.37306885953772023,0.007178672809527424,0.16101035913811107,0.00485603922945415,0.033683350295770895,0.002435509693196348,0.003352618825459919,0.0014395630790392504
10000,0.01,0.38,3.246056383280634,0.010977674513304387,0.8338931293042319,0.011656879272128091,0.3762478823293833,0.007632440166355671,0.16198242400892,0.004590454385369798,0.03323091252930206,0.0028310793658455334,0.0026261155937620166,0.0009512388275335979
10000,0.01,0.4,3.23142404288497,0.011936378984572048,0.8368035448239778,0.011900565740380831,0.38157290032519237,0.006603990852352148,0.16595320048073808,0.0050075560505826195,0.03582257250155886,0.0029355345653061726,0.003169833425975529,0.0011991375698564885
10000,0.01,0.42,3.227979178467271,0.01343279336005655,0.8406146174367854,0.012272920990160844,0.38553006895954023,0.007722147619951924,0.16741907184440463,0.004544867738665333,0.03651197711170367,0.0027838172179524066,0.0037635716593582102,0.001556972117897691
10000,0.01,0.44,3.213426239417333,0.012610979044879034,0.8472342491809335,0.012692536947419873,0.39067608328288017,0.0067371473192986845,0.17173532901972885,0.005328625916735432,0.03662462491268184,0.0024227403142183775,0.0028227449725324277,0.001091592775906628
10000,0.01,0.46,3.192888530789676,0.013157006935016242,0.856788461642382,0.013022521529106044,0.399252177922889,0.008210058027164723,0.17820504045153893,0.005271387001131842,0.039559073171799436,0.0035622377795627826,0.003961161849360711,0.0013737974954562162
10000,0.01,0.48,3.1746102425903997,0.012811664903832643,0.8668432188680826,0.0135259513750184,0.40901733772404275,0.007441222819654443,0.18329653280056196,0.005515077560552118,0.041536594291101105,0.002907983835391166,0.00380562962359967,0.0014215347503587397
10000,0.01,0.5,3.1463251398341403,0.013900964323801676,0.8816664070246412,0.01376010981086199,0.42497366334960995,0.009134137895059402,0.1954562601157976,0.00708074981113579,0.04575048295169617,0.0036780116828613054,0.0045970822644718886,0.0014870052818490031
100,0.05,0.01,1.0001082123923652,4.1223740646215744e-6,1.000021573708921,3.1649095262565942e-6,0.9999994738929159,4.374232884792652e-6,0.9999786085708776,4.1985736781434225e-6,0.9999359550459518,4.71816521877157e-6,0.9997833001896304,8.01909932497592e-6
100,0.05,0.1,1.0338914759421567,0.00344055863973863,1.0097797449282706,0.0034751964045502343,1.0013612039339097,0.004281178408920618,0.994434730084038,0.004582238713745952,0.9778169131831822,0.00518079703247302,0.895036568929838,0.015237114665797538
100,0.05,0.15,1.1785919497079886,0.013678662395297095,1.051392633776948,0.015434697600528485,1.0128838626679433,0.01854857789411858,0.9689006407595957,0.018038124774270362,0.8806371900659361,0.020639737845086357,0.5163740671786499,0.021896682790660454
100,0.05,0.2,1.3679537076236996,0.01960496254017164,1.0984799959654232,0.02356560793516195,1.0126116803153227,0.02414855996556578,0.9304339020479562,0.025754770455862643,0.7540441398429506,0.024037717822234895,0.3261705108377458,0.012124431226479992
100,0.05,0.22,1.4362721368702025,0.01866409688050558,1.118114978055868,0.022156776590446913,1.0147793679106392,0.02503834547688795,0.9069462064209278,0.02508181975740073,0.7009507187099697,0.02481402685737995,0.28387223012354174,0.00962632631785962
100,0.05,0.24,1.4898316840135035,0.021227200618942493,1.1273304913763393,0.024061300061559224,1.0090023538547037,0.02303774716606439,0.8898389413334665,0.026038318104410485,0.6650478484763963,0.02048862142700198,0.2580444737979746,0.009601405038090396
100,0.05,0.26,1.5338778450757278,0.01624223988205828,1.1339686489117546,0.020923874770834815,1.0020986250164636,0.027336881526189447,0.8722579876819165,0.019545539134688927,0.6379860620284745,0.02006834343248017,0.2410692090417851,0.01055503811659564
100,0.05,0.28,1.575633144888746,0.016857298428264438,1.137417428933335,0.023227346316408846,1.0020297681703152,0.024870913235810647,0.8587227245109423,0.023905461405146093,0.6148627106152396,0.021039904625586064,0.23281793658411307,0.008318162984293592
100,0.05,0.3,1.598154407144909,0.018751023230552638,1.1352319359717196,0.02315105205361613,0.9912046757300097,0.02730186461695882,0.8511834394242218,0.025082961810167625,0.5999001785307377,0.01935311561042654,0.22733603117958634,0.01003155612407496
100,0.05,0.32,1.623587549611235,0.019242921491086782,1.136852558948146,0.02475518464081531,0.9849963248567692,0.02255039466058342,0.8431216674384535,0.022621952998835095,0.5888315727737637,0.018189143805994314,0.22285731920908694,0.008505718992197854
100,0.05,0.34,1.648884654210795,0.02051085858210532,1.142001831075347,0.023369087989907344,0.9821127879629458,0.02282439029085001,0.8294357849800068,0.021177620654215187,0.5728828895689473,0.018228784943470737,0.21187344301459737,0.00836209798198924
100,0.05,0.36,1.660888087746168,0.019100461805628674,1.1447883958289684,0.021578132187119268,0.982938270168784,0.025611089448759262,0.8214858792083348,0.02379958996868949,0.5681227914181233,0.016916931535879233,0.2123552159779828,0.007897894087311409
100,0.05,0.38,1.6739922547158326,0.016954877317543617,1.1451752742612489,0.021155664156767902,0.9842297456660717,0.020484751223940098,0.8215072580386789,0.022512949409456955,0.5588403230984157,0.018075701239529493,0.2061343267571678,0.00791180139725689
100,0.05,0.4,1.6878366682440764,0.017199970126751823,1.142843892728525,0.02435414881858917,0.9718144994246068,0.02443214608906181,0.8155593787333021,0.021115170065936904,0.5534879899148594,0.018854957849805353,0.20496656987763232,0.00840050540600288
100,0.05,0.42,1.6930693377228383,0.017118722688034965,1.142599876139838,0.023146694970810136,0.9781121922807512,0.020523331228410147,0.8200038062524817,0.021065894582164124,0.5548770706928325,0.01711945579350496,0.20962350090335582,0.007926929717529596
100,0.05,0.44,1.6923163972787743,0.017490974763447496,1.144215994530756,0.019214928148275922,0.9766656761256458,0.02198613984694523,0.8137660341415203,0.022178357849598217,0.5553267857189585,0.01632945570927137,0.21153897980894334,0.008293555688630843
100,0.05,0.46,1.6954865617466186,0.01760289906487857,1.1404862494331771,0.020979710531280043,0.9737566261453864,0.022192101805202872,0.8098675820917801,0.017789566958590033,0.5530559902160406,0.01524943040285294,0.21115319662993298,0.008715457375177092
100,0.05,0.48,1.715490921095216,0.014278799740406955,1.143024870208785,0.01968419948814352,0.9713659385365381,0.02464690844084334,0.8091634569898389,0.019024408014357463,0.5474109859409738,0.014604050034787165,0.20921276961042554,0.0073970124036250124
100,0.05,0.5,1.700404388426568,0.017039343026207843,1.1429263857198086,0.021454569401565465,0.9725357942212718,0.023388967382233658,0.8094040947172281,0.02083971019313577,0.5517535738676315,0.017873028191091253,0.21445213230216628,0.007256019351026451
500,0.05,0.01,1.0000240549597605,8.303907342542599e-7,1.0000048651628688,8.037944935961462e-7,1.0000001958531668,8.055656489725197e-7,0.9999951336107701,1.0700280019901628e-6,0.9999854861866743,1.0103478233667003e-6,0.9999518973503383,1.928473533793741e-6
